click_id,is_attributed
5467,0.002916750
5473,0.002935979
5482,0.006545653
5516,0.002916750
5524,0.005276089
5525,0.002001261
5540,0.001993713
5544,0.002597940
5548,0.002411369
5557,0.002703218
5564,0.002940926
5567,0.002917632
5569,0.005101752
5575,0.002916750
5579,0.006545653
5596,0.002659580
5608,0.138622347
5624,0.006545653
5644,0.002597940
5665,0.002941440
5667,0.002916750
5668,0.002941440
5678,0.002154118
5694,0.001819038
5696,0.002940926
5709,0.002940926
5732,0.002916750
5746,0.005547354
5763,0.004561208
5766,0.002018142
5774,0.013292601
5778,0.002916750
5786,0.026996854
5785,0.007472270
5798,0.002924633
5800,0.001993713
5807,0.002940926
5811,0.002755469
5819,0.002018036
5843,0.004290785
5858,0.004110030
5864,0.002551568
5875,0.002916750
5880,0.002916750
5896,0.002881235
5899,0.002543522
5919,0.002659580
5925,0.002916750
5942,0.002659580
5943,0.002138989
5950,0.002565389
5953,0.003373381
5967,0.003568452
5980,0.002154118
6009,0.002941440
6033,0.002941440
6067,0.002489465
6081,0.002941440
6087,0.010831493
6125,0.002941440
6130,0.002905117
6140,0.002916750
6147,0.002411369
6152,0.002916750
6165,0.002916750
6168,0.003094690
6173,0.002543522
6174,0.002905117
6175,0.002881235
6179,0.002916750
6180,0.002881235
6186,0.002940926
6193,0.002916750
6211,0.002659580
6271,0.002935979
6289,0.002755469
6338,0.012970049
6351,0.012190132
6368,0.002940926
6370,0.003445175
6382,0.002543522
6412,0.002941440
6420,0.002941440
6422,0.006545653
6423,0.002916750
6428,0.005330553
6440,0.003029964
6455,0.002756075
6459,0.002941816
6464,0.001615694
6477,0.002941440
6479,0.012970049
6481,0.006545653
6482,0.002916750
6492,0.009281994
6502,0.002659580
6523,0.063654163
6524,0.005501870
6533,0.002940926
6539,0.002940926
6551,0.002777353
6556,0.002941440
6572,0.002916750
6606,0.002916750
6621,0.006545653
6630,0.001989932
6631,0.002924633
6647,0.002924633
6657,0.002940926
6663,0.048229963
6662,0.018631902
6680,0.012970049
6681,0.002919281
6686,0.002761964
6688,0.002941440
6695,0.002196977
6703,0.005917610
6705,0.002938151
6709,0.002935979
6713,0.002940926
6714,0.009714562
6719,0.001828345
6721,0.002615191
6730,0.012970049
6732,0.003445175
6748,0.001891968
6750,0.002916750
6751,0.002564613
6772,0.006545653
6777,0.002916750
6779,0.002006442
6781,0.002564613
6803,0.014946652
6822,0.012152153
6845,0.022291443
6851,0.002917133
6861,0.002921323
6892,0.261949331
6896,0.003708499
6898,0.037915839
6897,0.002645676
6899,0.013094641
6924,0.009224314
6939,0.490533786
6952,0.056458495
6954,0.037755948
6975,0.002922238
6977,0.013453973
6978,0.007120456
6981,0.003428983
6983,0.003843381
6991,0.009300284
6993,0.003428983
7003,0.003843381
7007,0.005950460
7016,0.005938528
7019,0.012678940
7025,0.003843381
7035,0.015965618
7037,0.004542165
7045,0.010043129
7058,0.242001931
7094,0.021074351
7115,0.003814681
7122,0.438538991
7136,0.187973589
7139,0.010206936
7140,0.003843381
7163,0.003818479
7203,0.002941313
7228,0.003817283
7235,0.004538918
7238,0.004508119
7249,0.002941313
7251,0.123535548
7252,0.003843381
7269,0.003447958
7276,0.002944073
7279,0.013689679
7282,0.010690561
7298,0.147785596
7304,0.010291784
7314,0.225529145
7319,0.002623920
7340,0.002746281
7349,0.005969987
7352,0.003850772
7357,0.028791232
7361,0.003818479
7362,0.002646138
7365,0.003818479
7373,0.009300284
7374,0.004891893
7390,0.005968358
7397,0.003451773
7408,0.002941313
7424,0.004662421
7429,0.029005165
7435,0.005403966
7436,0.007558540
7441,0.003743711
7456,0.005951620
7459,0.055762188
7460,0.174908536
7484,0.023007507
7498,0.031715786
7500,0.002938417
7502,0.038053772
7506,0.003836921
7509,0.012152153
7515,0.042486442
7538,0.005951620
7553,0.155862276
7574,0.242001931
7580,0.242001931
7582,0.003811814
7583,0.002921323
7584,0.003457993
7585,0.448536967
7589,0.028563856
7594,0.016397532
7612,0.058144597
7620,0.010427679
7629,0.003984657
7645,0.003818479
7664,0.701268810
7668,0.004554429
7673,0.003817283
7674,0.002723225
7686,0.045295950
7695,0.286460268
7698,0.003453988
7715,0.028791232
7717,0.871684657
7718,0.058144597
7723,0.280720482
7729,0.002939306
7748,0.007613430
7777,0.003818479
7778,0.013689679
7779,0.016353604
7782,0.005430310
7788,0.010291784
7807,0.372502113
7831,0.010922208
7856,0.008877894
7859,0.002680840
7866,0.006989446
7890,0.005450883
7908,0.052775686
7926,0.002539605
7932,0.002539161
7952,0.002324560
7963,0.008952591
7967,0.010504679
7971,0.025566624
7986,0.004742395
7990,0.050279196
7993,0.005201494
7996,0.002925429
7999,0.565142561
8010,0.041693709
8017,0.002147256
8018,0.008875129
8024,0.004068596
8031,0.007929281
8071,0.077108073
8087,0.004302630
8113,0.025566624
8122,0.004117868
8136,0.005201494
8149,0.026908825
8151,0.457306502
8156,0.008952591
8158,0.072186670
8161,0.003179666
8176,0.005789349
8177,0.008877894
8179,0.002518280
8183,0.022119616
8186,0.040897223
8190,0.002891794
8194,0.708100931
8221,0.007929281
8230,0.004516929
8232,0.050909979
8235,0.008952591
8259,0.009200472
8269,0.008877894
8279,0.023982704
8280,0.008877894
8283,0.004686502
8305,0.015115880
8309,0.010922208
8339,0.020874927
8340,0.487669785
8353,0.006661934
8354,0.003326735
8360,0.010831257
8366,0.008826193
8367,0.002051067
8370,0.004346492
8374,0.004362243
8391,0.020924115
8394,0.003179666
8410,0.002395259
8421,0.716191399
8423,0.008923856
8432,0.003589869
8434,0.002034191
8435,0.003548277
8438,0.019666620
8448,0.004257726
8458,0.009845041
8466,0.003961938
8476,0.074374311
8489,0.094116818
8492,0.009813548
8495,0.071617364
8513,0.002342360
8515,0.146893610
8534,0.830344260
8544,0.004781631
8554,0.008955282
8555,0.004083344
8589,0.004362243
8592,0.016900107
8598,0.002951117
8603,0.135173665
8627,0.007318170
8635,0.004781631
8641,0.010183099
8664,0.008826193
8668,0.018869274
8670,0.026390904
8691,0.478686932
8694,0.004781631
8708,0.009815249
8707,0.002828364
8732,0.011201039
8742,0.008923856
8774,0.002344574
8790,0.002950601
8827,0.011240889
8828,0.077108073
8836,0.003361315
8873,0.014000044
8877,0.002551568
8878,0.002916750
8887,0.002940926
8890,0.006320012
8894,0.002905117
8897,0.057291523
8932,0.002924633
8933,0.002916750
8944,0.012131712
8952,0.002916750
8956,0.106724150
8961,0.002919281
8966,0.002544291
8974,0.002777353
8992,0.002881235
8989,0.002925974
9000,0.002659580
9012,0.011337306
9031,0.002940926
9059,0.002916750
9075,0.001993713
9079,0.002916750
9083,0.001993713
9113,0.002916750
9144,0.002924633
9176,0.002916750
9183,0.002916750
9204,0.005230475
9205,0.002916750
9220,0.005586456
9229,0.002534233
9227,0.002881235
9240,0.002659580
9246,0.006591466
9249,0.002941440
9254,0.087047957
9257,0.002941440
9258,0.003445175
9263,0.002916750
9287,0.002916750
9292,0.002271352
9300,0.002511616
9302,0.002881235
9312,0.002543522
9311,0.002935979
9327,0.001395031
9333,0.002938151
9345,0.007566793
9351,0.002352226
9352,0.003004533
9361,0.014849677
9364,0.002940926
9369,0.003445175
9374,0.002924633
9385,0.002940926
9387,0.012970049
9401,0.002916750
9417,0.002881235
9423,0.002940926
9438,0.002756075
9454,0.012970049
9475,0.002271352
9496,0.002940926
9499,0.003568452
9525,0.001421110
9541,0.002942329
9556,0.002916750
9559,0.002777353
9562,0.002881235
9599,0.002916750
9606,0.002916750
9617,0.002754518
9623,0.002747088
9636,0.002916750
9652,0.015291886
9654,0.002940926
9657,0.002940926
9658,0.002916750
9663,0.002919281
9667,0.002916750
9671,0.013292601
9672,0.001828345
9686,0.007301797
9687,0.002940926
9752,0.002940926
9760,0.002941440
9761,0.002660384
9773,0.012970049
9776,0.002543522
9797,0.007235738
9804,0.002941440
9809,0.001863182
9818,0.002916750
9844,0.002595341
9848,0.002941440
9849,0.002196977
9872,0.002004716
9874,0.002940926
9875,0.002941440
9885,0.002941440
9903,0.004523772
9911,0.006320012
9914,0.002916750
9916,0.012970049
9917,0.002543522
9929,0.002940926
9933,0.002924633
9950,0.001395031
9962,0.002916750
9974,0.002916750
9978,0.005586456
9987,0.002777838
9994,0.012152224
9995,0.002941440
10028,0.012970049
10059,0.003029964
10064,0.002940926
10069,0.002916750
10071,0.003450782
10072,0.001819732
10078,0.002271352
10080,0.004561208
10083,0.002916750
10095,0.002916750
10100,0.012970049
10101,0.003450782
10105,0.002916750
10122,0.018947563
10124,0.002564613
10126,0.003029435
10129,0.002564613
10145,0.002121391
10154,0.004561208
10168,0.006545653
10170,0.005341780
10172,0.013210048
10178,0.002918398
10199,0.002916750
10206,0.002924633
10223,0.002940926
10233,0.002916750
10240,0.012970049
10246,0.004561208
10255,0.002916750
10257,0.002511616
10294,0.004561208
10296,0.001836863
10305,0.012970049
10314,0.013292601
10320,0.008165896
10324,0.001828898
10331,0.002660384
10333,0.004523772
10339,0.002352226
10356,0.004999875
10364,0.007781934
10374,0.002916750
10377,0.002139362
10388,0.002511616
10393,0.006545653
10395,0.002534233
10404,0.002916750
10412,0.002940926
10426,0.012970049
10425,0.002924633
10439,0.002940926
10456,0.007251977
10463,0.012970049
10471,0.002916750
10475,0.002511616
10483,0.002916750
10489,0.152206597
10495,0.002942329
10497,0.004523772
10507,0.002916750
10527,0.013660563
10532,0.002916750
10535,0.002941440
10536,0.002940926
10542,0.004717834
10543,0.002940926
10546,0.010032239
10550,0.002916750
10556,0.002916750
10587,0.002700707
10604,0.002940926
10605,0.002597940
10613,0.003474322
10626,0.003445175
10657,0.002916750
10680,0.003450782
10681,0.115062085
10686,0.002356019
10691,0.012970049
10700,0.002916750
10719,0.002916750
10722,0.004523772
10741,0.002916750
10745,0.002942329
10754,0.002935979
10763,0.002534233
10791,0.002533892
10795,0.003445175
10802,0.002916750
10816,0.005969621
10824,0.002941816
10844,0.002565061
10845,0.018987393
10855,0.193758372
10864,0.002754518
10867,0.002916750
10874,0.012970049
10877,0.002564613
10898,0.002364220
10900,0.003450782
10904,0.002916750
10907,0.002411369
10932,0.012970049
10942,0.002565061
10956,0.002940926
10965,0.002941440
10999,0.002905117
11009,0.002940926
11021,0.002699890
11027,0.002007400
11052,0.002881235
11058,0.012157391
11067,0.002916750
11073,0.002916750
11077,0.002564613
11102,0.002916750
11111,0.012970049
11115,0.002916750
11134,0.002941816
11137,0.002196977
11148,0.002511616
11156,0.002916750
11167,0.002940926
11189,0.002916750
11191,0.002940926
11196,0.002916750
11198,0.002940926
11206,0.012970049
11208,0.002924633
11251,0.002881235
11271,0.002942329
11284,0.002916750
11290,0.006545653
11317,0.002352226
11324,0.002196977
11327,0.002940926
11349,0.002940926
11361,0.001785838
11367,0.002660384
11368,0.003969960
11399,0.002352226
11414,0.002660384
11426,0.002007049
11428,0.001659239
11447,0.002940926
11450,0.002941440
11455,0.002755469
11456,0.002935979
11459,0.002916750
11493,0.002412098
11503,0.002925518
11520,0.002941440
11526,0.002941440
11535,0.002916750
11540,0.002941440
11542,0.002916750
11543,0.002916750
11552,0.002916750
11556,0.002941816
11563,0.002905117
11567,0.002941440
11570,0.002916750
11597,0.002659580
11603,0.002924633
11602,0.002154118
11605,0.008015045
11613,0.006545653
11625,0.158935790
11627,0.002940926
11634,0.002543522
11639,0.002941440
11659,0.002916750
11664,0.001785838
11665,0.002940926
11679,0.002916750
11694,0.002916750
11698,0.002940926
11703,0.002659580
11705,0.002564613
11730,0.002916750
11735,0.002916750
11767,0.002916750
11781,0.002941816
11788,0.002916750
11796,0.002916750
11801,0.002941440
11817,0.002941440
11819,0.005230475
11822,0.002916750
11839,0.013292601
11842,0.002940926
11854,0.002905117
11859,0.002941440
11886,0.012970049
11889,0.002916750
11894,0.002916750
11908,0.002940926
11915,0.005917610
11917,0.002916750
11934,0.002916750
11938,0.002940926
11942,0.031902340
11946,0.002916750
11964,0.006320012
11975,0.002905117
11980,0.002615191
11993,0.002564613
12008,0.002384156
12018,0.002916750
12029,0.002271352
12035,0.013292601
12037,0.077492674
12046,0.002925518
12051,0.006545653
12062,0.014849677
12063,0.002543522
12074,0.002916750
12079,0.002916750
12104,0.012970049
12107,0.001993713
12112,0.002121391
12118,0.002916750
12123,0.002916750
12132,0.002935979
12134,0.002916750
12138,0.002941440
12160,0.002940926
12169,0.002924633
12179,0.002565061
12188,0.002916750
12193,0.010912283
12199,0.002384156
12202,0.002597940
12212,0.002367161
12222,0.002941440
12224,0.002916750
12259,0.002940926
12267,0.002659580
12271,0.012970049
12278,0.002940926
12283,0.002916750
12285,0.002905117
12288,0.002917632
12291,0.002777838
12296,0.002916750
12297,0.002940926
12298,0.012970049
12299,0.002597940
12304,0.002748040
12324,0.002905117
12323,0.002935979
12330,0.002916750
12343,0.002905117
12346,0.002438992
12359,0.002154118
12366,0.002196977
12367,0.002941440
12368,0.002352226
12373,0.002916750
12376,0.002881235
12377,0.002940926
12382,0.002924633
12384,0.002306537
12387,0.006545653
12392,0.004827948
12398,0.002940926
12401,0.001828898
12409,0.007013020
12415,0.002926484
12441,0.002916750
12456,0.002916750
12464,0.002924633
12468,0.002881235
12472,0.030977592
12488,0.006545653
12490,0.002916750
12502,0.002916750
12508,0.002924633
12520,0.012255517
12536,0.002942329
12548,0.012970049
12550,0.002940926
12555,0.002916750
12559,0.002935979
12567,0.005393842
12578,0.002154118
12583,0.004540584
12615,0.002917632
12618,0.002935979
12620,0.002916750
12625,0.002352938
12635,0.002940926
12651,0.011337306
12653,0.002916750
12657,0.001421540
12686,0.002755469
12690,0.006545653
12701,0.002138989
12708,0.002942329
12709,0.002916750
12714,0.006545653
12716,0.002121391
12722,0.003029964
12728,0.001813298
12733,0.001421540
12742,0.002881235
12744,0.002916750
12766,0.003428357
12771,0.002756075
12783,0.012970049
12804,0.002660384
12813,0.002659580
12821,0.001993713
12823,0.012560526
12829,0.002660384
12839,0.005393842
12853,0.002941440
12860,0.002916750
12867,0.002916750
12879,0.012190132
12888,0.002881235
12889,0.002660384
12898,0.002699890
12917,0.007781934
12920,0.004765469
12922,0.002940926
12924,0.002863303
12940,0.002352226
12966,0.002924633
12973,0.002755469
12979,0.002916750
12981,0.002916750
12982,0.002916750
12991,0.002918398
13018,0.002881235
13023,0.002916750
13035,0.002659580
13036,0.002916750
13075,0.002941440
13094,0.002941440
13104,0.002940926
13106,0.001828898
13116,0.002917632
13136,0.002411369
13137,0.002940926
13138,0.013292601
13141,0.002004716
13147,0.002352226
13153,0.002916750
13186,0.002941440
13201,0.002660384
13210,0.002941440
13220,0.002917632
13221,0.002411369
13241,0.002699890
13246,0.007781934
13261,0.002121391
13262,0.001634227
13267,0.010282492
13268,0.002916750
13270,0.002863303
13276,0.001905795
13289,0.002552014
13290,0.002707440
13300,0.002941440
13310,0.009401900
13348,0.001813847
13352,0.002976579
13363,0.003253647
13367,0.002940926
13394,0.002941440
13405,0.002863303
13412,0.003936134
13418,0.007761466
13426,0.005501870
13427,0.002924633
13435,0.002940926
13446,0.002918398
13454,0.002138989
13465,0.002916750
13491,0.002916750
13488,0.001659239
13498,0.001813847
13515,0.002935979
13519,0.002564613
13527,0.002916750
13544,0.004737804
13572,0.001993713
13577,0.003445175
13588,0.015291886
13594,0.012970049
13597,0.006545653
13599,0.002916750
13622,0.002924633
13624,0.002940926
13637,0.002941440
13639,0.006545653
13664,0.002703218
13670,0.001828345
13679,0.005996270
13691,0.002938151
13708,0.008015045
13714,0.002940926
13716,0.002935979
13729,0.002916750
13740,0.003445175
13743,0.002453397
13752,0.002352226
13759,0.002916750
13769,0.002534233
13772,0.007674545
13774,0.002659580
13792,0.003789910
13821,0.002881235
13830,0.002941440
13838,0.002942329
13855,0.003467875
13864,0.002941440
13897,0.003253647
13907,0.002917632
13918,0.002916750
13924,0.002700707
13926,0.003474322
13939,0.002916750
13938,0.002121391
13963,0.001893116
13973,0.002918398
13986,0.002352226
13994,0.003004533
13996,0.002881235
14010,0.002777838
14019,0.004842426
14024,0.029201774
14047,0.016177520
14053,0.002897137
14054,0.006766196
14067,0.012527244
14072,0.006768309
14073,0.350047185
14080,0.009678054
14084,0.006758765
14098,0.023415520
14103,0.003204573
14106,0.006297575
14112,0.006802712
14122,0.002814191
14131,0.049594814
14146,0.089814807
14161,0.003605610
14168,0.002897137
14174,0.003629363
14179,0.003641832
14187,0.239026824
14189,0.280721362
14192,0.075523622
14193,0.002411741
14207,0.002061574
14216,0.257092796
14232,0.009419557
14236,0.074768704
14242,0.004198642
14244,0.002147498
14261,0.006543670
14270,0.043394607
14274,0.823159802
14278,0.004358196
14301,0.106694399
14305,0.002047551
14317,0.133126184
14340,0.006812317
14360,0.002061574
14410,0.004522669
14417,0.003781035
14423,0.003861759
14439,0.037713655
14446,0.003606806
14459,0.002044612
14462,0.006817808
14485,0.002805656
14515,0.015858522
14525,0.002044612
14527,0.060246619
14528,0.003761260
14541,0.005608822
14562,0.009678054
14593,0.009678054
14608,0.005950811
14619,0.002930689
14626,0.005934819
14651,0.085414015
14688,0.005936608
14702,0.020164166
14705,0.002061574
14723,0.002808784
14725,0.003641832
14724,0.005245896
14732,0.004207103
14739,0.010794074
14744,0.006766196
14762,0.002921151
14766,0.002809717
14804,0.008098689
14813,0.006095220
14814,0.005908681
14845,0.010116171
14846,0.003388757
14855,0.838910160
14857,0.001769968
14891,0.003974079
14893,0.002916048
14908,0.006935703
14910,0.005950811
14917,0.371255071
14921,0.004172561
14929,0.016177520
14941,0.089332205
14952,0.003611915
14956,0.371255071
14968,0.187516761
14972,0.059069434
14975,0.002916048
15001,0.004389430
15011,0.002805656
15031,0.005941350
15047,0.002061574
15053,0.043394607
15064,0.039852583
15073,0.024408087
15075,0.012527244
15078,0.006768309
15089,0.007738602
15095,0.054115151
15103,0.002061574
15114,0.322421857
15123,0.006897358
15129,0.009617837
15140,0.005498967
15148,0.005611007
15155,0.002386859
15166,0.052153761
15169,0.004893567
15222,0.007627693
15225,0.008392823
15229,0.216490938
15230,0.005611007
15243,0.001826020
15258,0.006850539
15264,0.010774755
15265,0.002864981
15303,0.002186105
15304,0.012419708
15307,0.061868403
15342,0.004864642
15344,0.022458478
15351,0.007964685
15354,0.002849665
15412,0.173604157
15413,0.023695178
15452,0.002830243
15460,0.010774755
15475,0.002853705
15497,0.002868175
15499,0.005611007
15501,0.624138215
15541,0.002751548
15554,0.002105859
15560,0.645460868
15569,0.005123782
15578,0.001835865
15588,0.002850527
15591,0.002579842
15646,0.009729458
15652,0.064781787
15707,0.141432784
15711,0.002558180
15721,0.002853705
15725,0.002850527
15729,0.002892856
15737,0.346645993
15765,0.007973431
15769,0.009729743
15772,0.003912467
15781,0.005849588
15784,0.003139932
15789,0.045244957
15815,0.003913537
15822,0.003745940
15819,0.005581032
15828,0.002893361
15832,0.002869074
